date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2005-04-01,262.75,248.19,341.0,232.87,569.44,343.78,435.32,436.16,398.13,300.58,448.02,267.45,343.33,245.25,233.23,224.99,272.81,207.34,473.0,452.08,707.51,316.93,354.83,222.94,278.88,306.64,244.19,374.46,447.38,517.18,267.98,586.35,290.29,213.4,264.24,181.07,359.99,351.63,573.79,297.56,260.18,265.86,198.28,284.26,407.16,407.35,393.74,196.02,309.3,217.84
2005-07-01,268.22,256.97,369.84,238.01,597.71,349.23,447.11,455.66,425.77,305.55,476.31,283.5,350.48,248.92,236.99,227.77,277.3,211.3,484.92,475.53,718.64,319.51,361.27,227.59,283.87,315.58,247.65,387.55,457.98,536.95,278.21,605.5,296.83,218.18,266.74,184.47,379.99,363.12,586.64,304.99,264.01,271.18,201.47,294.69,421.87,426.79,411.13,203.14,315.27,226.08
2005-10-01,273.66,264.88,395.58,241.2,624.33,352.43,456.22,465.44,448.25,309.54,502.49,296.46,356.82,249.49,238.78,228.87,278.68,218.32,492.7,494.72,723.61,318.75,365.29,232.61,286.99,326.03,246.81,402.14,463.26,553.21,286.61,619.2,303.11,220.9,267.13,186.57,396.64,370.66,595.52,311.69,268.23,275.58,203.82,304.59,430.45,438.81,428.4,205.96,318.33,232.39
2006-01-01,279.09,268.98,410.15,244.87,637.22,353.57,462.27,474.86,465.64,312.66,521.58,307.05,361.51,249.49,238.86,230.03,281.32,225.03,497.32,508.33,724.2,317.47,367.15,236.46,289.76,332.58,246.96,411.17,466.86,563.82,294.91,630.21,308.01,222.12,267.15,187.9,410.97,377.34,601.0,316.15,268.29,280.08,206.18,314.93,436.68,448.7,443.63,209.92,320.68,238.66
2006-04-01,283.73,275.62,419.12,248.34,642.96,355.44,464.45,483.82,475.58,314.57,525.61,318.63,364.36,249.01,240.22,232.01,282.25,230.82,494.59,518.74,715.36,312.26,365.09,243.38,290.22,342.67,249.42,411.73,464.18,570.25,305.58,632.1,312.4,228.53,266.06,190.35,427.49,381.49,601.18,321.21,272.49,285.49,209.44,328.24,446.53,457.09,459.07,207.91,320.39,246.23
2006-07-01,288.4,280.92,422.69,250.89,645.12,356.91,464.92,488.36,479.13,317.11,535.49,327.34,367.09,250.47,241.62,234.01,283.43,235.67,497.84,525.73,709.88,309.88,365.41,248.05,292.88,351.74,250.44,413.19,462.2,573.75,313.24,631.42,317.63,231.37,265.45,191.73,438.68,385.85,599.28,326.01,277.11,289.01,212.55,342.67,447.97,459.96,472.54,210.79,321.9,254.3
2006-10-01,293.81,282.6,426.21,253.1,641.3,360.19,467.42,497.28,482.55,323.05,533.55,335.5,371.21,253.05,243.59,236.21,286.54,239.5,505.06,532.67,711.88,311.41,369.48,252.56,296.35,358.05,250.76,412.03,465.21,576.59,320.37,639.53,323.48,231.45,266.54,194.55,447.03,390.36,599.2,334.36,278.17,294.5,215.43,355.84,455.14,466.37,482.71,213.4,325.79,260.65
2007-01-01,295.83,286.34,424.41,255.34,632.61,361.13,470.71,497.64,479.38,325.75,540.91,340.41,373.49,253.85,244.43,237.6,289.0,241.98,508.52,534.27,706.51,308.99,371.48,256.4,297.78,364.86,251.67,409.44,463.7,577.39,325.38,642.78,328.64,236.56,266.68,196.96,452.06,393.91,598.91,336.41,281.04,297.28,218.24,366.64,458.27,468.45,491.41,214.18,327.1,266.84
2007-04-01,299.99,289.33,420.88,256.96,621.87,362.01,466.94,501.3,473.26,326.75,541.93,340.85,372.27,254.62,246.49,240.18,289.8,244.44,505.0,535.29,696.17,303.32,367.32,256.35,298.22,369.78,253.51,400.59,460.81,573.69,327.94,640.58,331.77,239.25,265.06,197.73,457.17,395.48,587.76,338.66,283.74,300.87,221.92,375.57,457.91,469.61,496.88,214.24,326.58,274.09
2007-07-01,300.6,288.13,411.38,256.49,598.63,359.54,463.21,496.45,456.22,324.75,539.31,341.43,369.2,253.55,246.42,239.48,289.33,245.58,502.07,527.47,682.6,293.7,359.54,256.46,296.56,373.37,252.32,387.4,453.21,566.74,328.83,631.35,332.99,241.18,262.17,200.45,454.89,393.69,576.78,338.39,285.67,301.16,222.61,380.09,458.86,463.72,498.13,214.92,324.88,277.75
2007-10-01,302.95,287.68,404.39,257.79,574.33,360.49,462.45,497.09,444.69,326.83,536.72,341.61,370.44,254.04,247.83,239.59,292.41,246.53,508.41,524.51,682.69,292.63,358.45,259.8,297.84,375.75,252.03,376.98,452.78,564.25,329.96,633.36,335.64,241.82,262.12,202.22,456.52,395.43,574.09,342.96,287.93,303.26,224.3,383.05,456.89,462.56,500.92,216.6,326.59,279.03
2008-01-01,304.86,287.5,391.01,257.64,542.16,362.17,461.95,493.71,427.02,327.25,531.28,343.0,368.91,256.0,249.18,241.4,293.76,247.13,510.67,516.48,679.28,291.8,359.96,260.09,298.25,379.34,254.0,356.04,453.05,560.59,331.31,636.83,338.4,246.18,263.33,203.29,453.96,398.18,567.78,345.33,291.22,304.51,225.65,381.99,463.51,460.14,499.48,217.06,327.39,280.32
2008-04-01,303.63,287.85,368.27,256.75,497.38,360.16,451.03,486.78,397.5,322.11,520.45,335.25,361.4,253.98,247.87,239.8,293.57,246.77,502.29,498.58,657.65,279.91,348.88,257.98,294.18,377.62,251.86,327.68,441.25,544.54,326.73,624.79,337.74,246.85,259.33,204.38,445.66,393.22,545.16,343.38,291.63,303.32,226.23,375.86,457.2,447.04,489.63,216.39,322.5,281.66
2008-07-01,301.4,284.4,341.59,253.66,459.71,352.92,436.93,475.75,365.15,313.44,505.67,325.32,349.33,250.04,245.84,236.93,289.16,243.73,491.15,478.36,641.34,268.55,338.46,253.31,289.25,371.52,249.58,294.78,425.81,528.81,319.13,608.38,333.6,246.85,252.87,202.79,431.19,386.44,520.43,337.12,291.27,298.79,225.44,364.41,454.43,434.71,474.98,212.97,316.8,279.61
2008-10-01,302.91,287.09,329.24,254.97,443.81,353.98,433.47,470.13,346.66,312.18,495.95,325.38,348.22,249.68,246.97,237.3,290.92,244.39,487.02,471.03,642.25,265.82,337.31,255.78,289.98,374.77,251.02,279.12,424.41,523.34,318.29,602.69,333.39,249.02,253.41,202.86,424.83,385.81,514.36,338.08,293.35,300.03,225.85,363.54,453.49,431.17,469.92,210.95,317.42,279.73
2009-01-01,305.13,287.6,328.17,257.25,439.69,360.39,436.97,472.56,352.58,318.79,492.78,326.38,346.7,253.52,249.33,240.21,293.4,247.68,491.91,466.46,642.37,271.28,343.26,256.65,292.27,376.69,252.9,277.72,425.79,521.81,321.16,609.92,337.22,250.61,257.99,206.21,422.26,389.72,517.34,342.27,295.83,302.62,228.55,360.68,454.0,432.9,466.26,214.26,318.91,279.56
2009-04-01,301.75,284.76,304.5,253.95,419.59,354.54,422.76,458.52,334.21,309.06,472.09,315.32,336.8,249.49,247.75,238.48,290.53,245.9,480.91,448.27,626.56,260.7,333.29,254.08,287.57,371.66,251.75,257.7,413.56,504.99,312.19,596.71,331.42,250.34,252.14,204.39,405.98,383.9,494.08,337.91,294.64,299.49,226.95,346.91,447.55,422.0,446.27,211.8,314.1,279.2
2009-07-01,294.65,283.52,288.91,249.9,410.39,346.13,411.94,447.27,314.91,296.28,458.76,301.5,326.07,245.09,246.34,236.7,287.13,242.5,469.81,436.97,615.85,248.88,319.85,249.28,280.85,362.75,249.24,240.02,400.1,492.02,306.02,582.28,323.65,249.9,247.08,203.0,391.73,376.48,481.79,327.69,291.22,292.6,224.71,331.86,444.83,412.38,431.33,207.81,307.09,272.13
2009-10-01,293.6,285.12,280.24,248.93,411.66,345.26,410.67,443.54,307.12,291.95,452.2,296.47,322.92,245.07,245.73,236.27,287.1,242.82,464.55,429.38,616.84,244.58,315.49,247.78,279.53,360.15,249.02,232.74,397.89,488.31,303.18,577.23,319.8,252.08,246.66,203.74,384.68,375.17,482.11,324.13,290.25,289.71,224.11,328.17,441.07,409.19,425.66,206.57,306.2,270.06
2010-01-01,289.45,280.79,272.49,245.46,408.67,341.67,405.75,440.08,301.05,286.36,451.65,286.96,317.66,241.66,243.8,234.33,285.09,240.64,461.62,426.12,613.28,239.8,310.74,245.03,277.38,353.57,246.8,223.78,393.84,485.54,302.77,573.31,314.41,252.15,243.9,202.17,377.98,372.82,474.0,319.81,288.3,286.88,222.68,323.12,441.21,403.68,418.14,206.67,302.24,266.25
2010-04-01,285.18,283.18,262.96,246.17,407.48,337.52,401.25,436.14,292.68,280.3,448.61,282.07,313.95,241.92,244.64,234.03,283.9,239.32,456.06,420.9,611.43,236.03,307.88,241.74,275.47,349.7,248.59,216.03,391.34,481.9,297.54,569.89,311.84,251.8,242.05,202.04,372.3,370.8,467.39,314.91,287.91,285.68,222.83,318.44,439.51,401.18,413.41,206.64,300.59,266.79
2010-07-01,288.98,284.7,262.45,247.01,409.55,341.9,405.81,435.68,296.17,282.95,451.08,281.02,317.23,245.01,246.87,236.52,287.91,242.42,461.36,426.16,614.91,240.04,314.83,244.65,278.44,354.35,250.77,216.98,395.78,485.13,299.19,577.89,313.93,254.1,245.29,204.04,372.49,375.15,474.45,319.14,292.28,289.62,224.19,321.13,440.5,405.24,413.21,207.59,303.69,266.88
2010-10-01,286.59,285.43,255.6,245.65,404.97,340.28,406.45,432.15,290.76,279.15,451.45,274.19,315.08,244.45,246.84,236.42,287.46,241.8,462.16,422.07,614.63,239.47,310.73,242.83,276.62,353.2,249.4,211.27,393.49,484.09,296.52,577.67,312.2,256.86,244.24,203.36,366.79,374.21,473.26,316.57,292.62,287.53,223.2,319.39,441.97,402.96,405.94,209.12,301.75,267.19
2011-01-01,278.94,285.41,241.7,241.8,390.71,331.81,395.94,421.54,276.9,268.92,442.39,259.48,304.31,239.23,244.57,232.78,283.36,238.21,454.72,409.43,605.69,229.77,297.87,237.71,269.69,342.33,247.29,199.63,384.58,472.63,288.56,568.99,305.26,258.42,236.82,199.19,351.56,368.39,461.71,308.2,290.69,280.66,219.95,305.24,438.76,393.56,392.24,204.66,295.07,263.39
2011-04-01,275.16,284.83,229.85,240.41,384.35,326.3,388.72,409.55,268.63,257.42,442.47,250.35,298.21,237.04,243.02,228.95,280.49,237.14,446.86,401.39,598.86,225.94,291.1,237.54,265.44,341.28,246.36,186.44,377.9,463.2,283.03,560.83,299.12,262.15,233.24,199.09,341.5,363.46,446.25,300.81,288.52,277.1,218.88,298.85,433.89,388.88,382.45,201.7,290.21,260.88
2011-07-01,277.58,285.61,231.62,242.23,385.71,329.51,389.89,405.19,271.46,258.96,445.35,254.72,300.33,239.91,245.34,231.77,282.79,237.44,450.64,407.38,601.98,230.52,294.82,240.16,269.28,342.81,248.74,185.33,380.02,461.63,284.26,558.39,300.59,264.8,236.21,198.64,344.44,363.88,447.38,303.39,291.26,280.38,220.68,304.09,434.74,392.0,383.55,204.98,292.87,264.3
2011-10-01,279.65,287.73,236.8,243.52,384.4,332.09,392.91,410.47,273.76,258.48,444.91,259.25,300.23,241.18,246.41,233.72,283.83,240.49,453.63,409.06,602.65,232.28,297.71,241.39,270.5,344.3,250.46,185.41,381.58,461.85,285.46,562.81,301.65,267.1,236.9,201.57,347.56,365.3,450.29,306.47,292.89,281.04,220.88,305.24,440.24,394.83,383.8,206.03,293.94,264.15
2012-01-01,276.84,285.54,235.44,242.99,380.01,330.37,386.41,407.37,268.25,251.79,446.84,257.13,296.46,238.84,246.37,231.96,283.55,239.25,448.59,403.05,598.85,227.75,292.1,238.94,268.08,345.85,250.11,183.32,376.14,455.51,280.73,558.44,297.52,269.13,234.04,201.49,341.36,362.19,443.53,301.48,292.98,278.56,220.69,304.57,438.42,390.45,377.6,203.93,291.16,264.43
2012-04-01,275.0,285.25,238.65,240.52,380.69,331.46,382.53,398.75,266.26,247.56,443.63,254.19,292.74,238.5,246.3,230.82,282.51,239.8,444.5,399.4,597.17,226.68,290.34,237.69,265.63,345.29,250.49,182.71,373.21,449.38,278.59,552.97,293.97,276.83,232.94,201.4,338.21,360.49,435.24,299.99,294.24,277.51,222.28,302.93,436.57,387.85,374.62,204.9,288.85,265.66
2012-07-01,276.87,287.67,247.95,244.0,389.03,336.75,383.52,401.79,272.74,250.63,451.21,260.01,295.91,240.54,248.14,233.18,284.64,243.55,445.15,404.51,600.95,231.1,294.83,240.07,268.57,348.69,251.59,187.25,375.16,451.71,280.46,554.78,297.01,281.4,235.16,203.02,345.47,362.42,437.03,302.41,295.72,280.42,224.16,309.0,437.78,392.67,381.39,205.99,291.45,267.22
2012-10-01,277.24,290.18,255.59,245.57,396.99,339.69,384.76,404.57,276.49,253.67,455.18,264.06,296.02,241.27,249.15,233.27,285.88,243.45,446.2,406.0,603.76,234.19,298.04,238.42,268.97,353.46,252.78,192.44,376.51,452.67,281.31,556.73,298.24,288.74,234.6,204.11,351.03,363.59,439.35,302.53,299.87,281.07,225.92,314.41,438.23,394.38,385.9,206.53,291.51,269.57
2013-01-01,274.54,293.3,262.07,246.41,405.84,344.07,382.91,405.11,280.29,253.96,459.63,266.46,294.16,241.26,249.62,234.41,285.78,243.06,448.71,405.99,605.77,236.96,299.37,238.54,267.81,356.66,254.29,198.3,375.41,452.79,282.35,557.48,297.71,293.75,233.56,204.29,353.79,363.78,437.2,302.16,302.65,281.18,227.51,317.35,440.2,393.77,388.78,205.88,290.53,270.47
2013-04-01,275.09,294.32,273.98,246.85,424.94,351.35,381.3,404.56,289.44,259.98,467.47,269.06,296.03,241.76,251.34,233.0,286.62,244.68,450.92,409.97,611.0,241.97,305.01,238.05,268.64,359.35,256.92,210.91,376.34,453.46,282.51,559.22,299.28,300.14,234.31,206.25,363.53,365.19,437.79,303.21,304.14,284.0,231.61,326.25,435.95,398.01,396.14,206.93,290.55,273.25
2013-07-01,274.35,297.74,282.98,247.13,448.18,360.81,381.02,406.95,297.13,263.47,478.56,277.56,296.99,242.62,252.31,235.7,286.33,246.32,447.96,411.85,619.03,247.87,311.57,238.46,269.2,363.91,258.8,224.39,380.55,454.23,282.23,561.64,300.15,311.44,235.46,207.12,374.49,366.76,438.76,303.71,308.22,284.64,235.63,334.4,437.76,398.74,404.65,209.47,290.88,273.47
2013-10-01,273.27,298.49,290.81,246.69,463.23,364.09,377.95,409.55,304.84,266.94,490.99,278.47,298.12,242.82,252.68,234.78,284.84,245.9,445.52,412.5,622.35,249.88,312.07,237.13,268.68,364.57,260.43,234.28,380.93,455.8,283.33,561.59,299.4,315.98,235.3,206.28,379.04,366.25,435.91,302.92,309.37,286.49,238.32,338.67,437.0,398.75,408.67,210.63,289.8,274.77
2014-01-01,275.39,295.9,296.44,248.35,473.13,369.44,377.15,408.35,309.45,271.07,494.91,282.6,299.04,242.62,252.51,235.92,285.14,246.76,448.2,414.03,626.56,252.41,313.89,239.07,269.14,368.83,260.53,240.01,384.57,458.62,282.2,561.62,301.34,319.29,235.72,208.74,384.81,366.29,438.4,304.23,309.39,288.24,242.38,340.99,432.57,400.51,413.37,210.26,289.17,277.14
2014-04-01,276.34,302.02,301.57,248.01,485.72,382.07,379.62,412.05,317.6,277.22,502.36,287.38,304.44,246.43,255.88,238.94,289.76,249.19,452.05,420.63,640.32,260.0,321.9,239.74,273.68,371.12,266.12,247.67,387.42,463.27,283.95,567.61,305.36,323.45,240.94,210.7,397.19,371.13,445.82,309.61,314.26,293.99,248.73,347.37,439.2,407.06,424.34,211.79,293.74,279.29
2014-07-01,279.19,305.26,304.57,250.06,496.0,390.66,382.7,417.48,324.54,282.69,512.88,291.7,308.74,248.82,258.5,242.64,291.06,253.09,460.14,423.34,647.83,265.75,324.9,241.61,276.34,379.05,268.66,256.87,393.57,467.44,286.71,575.86,308.4,331.1,243.43,213.62,403.87,373.53,453.61,313.2,316.81,296.33,253.0,351.11,440.73,409.77,433.2,213.52,296.78,283.36
2014-10-01,280.8,305.03,309.72,253.16,501.58,396.64,382.44,415.8,330.41,284.57,520.06,292.92,310.0,250.15,259.61,242.63,293.15,253.63,457.67,426.92,652.23,267.89,326.18,244.39,278.52,380.9,270.18,260.5,395.19,469.51,287.39,579.78,309.72,335.87,244.68,214.74,408.38,374.43,456.63,315.36,320.15,300.54,256.07,354.93,439.62,413.2,437.6,214.68,298.34,285.32
2015-01-01,283.68,307.23,311.75,253.09,506.15,403.69,386.86,422.3,337.79,288.29,531.29,297.93,313.04,252.83,260.61,244.61,295.78,257.26,463.48,428.94,657.16,268.84,326.56,246.74,280.69,383.78,271.91,265.85,398.5,473.13,288.56,585.24,314.29,339.59,246.01,216.43,414.19,378.3,459.93,321.18,322.51,303.05,259.9,358.34,442.59,415.08,442.89,213.39,299.95,288.38
2015-04-01,284.79,311.11,318.6,254.08,518.08,420.76,388.19,421.53,346.18,295.75,535.22,303.32,315.99,256.06,264.2,247.34,299.61,259.38,467.04,432.21,665.34,274.56,333.63,247.12,283.01,389.89,277.14,274.72,404.54,476.83,290.01,589.6,318.47,342.83,250.12,219.45,428.6,381.17,469.59,325.16,327.22,306.71,266.56,364.6,447.71,418.67,456.47,219.42,303.34,289.14
2015-07-01,286.36,314.31,326.07,257.96,532.14,436.7,386.12,424.37,355.0,299.89,543.85,309.78,317.36,257.03,266.59,250.32,301.41,262.22,469.25,432.79,677.07,279.88,339.18,250.1,286.08,394.34,282.0,283.2,409.92,478.38,293.36,595.13,321.16,349.6,252.82,221.91,442.85,382.64,471.56,328.4,331.09,312.28,272.13,371.81,447.7,420.53,469.59,219.05,306.15,295.77
2015-10-01,288.68,315.81,330.43,259.63,539.46,442.9,385.7,427.14,362.24,302.52,549.51,314.61,318.8,258.97,268.72,251.21,303.77,262.74,472.63,434.1,681.48,281.23,339.93,251.52,289.13,397.74,282.8,289.77,410.37,479.61,292.32,597.01,324.5,351.43,253.56,223.71,450.28,383.51,475.06,332.07,334.32,314.83,274.97,376.88,445.31,423.18,477.76,219.37,307.82,294.43
2016-01-01,289.63,316.76,334.45,258.91,546.48,451.13,385.64,428.03,369.19,305.13,565.76,318.19,320.22,258.98,269.91,252.83,305.87,265.58,476.84,437.87,688.6,283.54,341.73,252.44,291.48,401.91,283.23,292.99,413.88,482.79,294.48,599.67,328.31,350.18,254.76,223.34,460.3,385.32,475.68,335.99,337.45,319.0,278.94,382.43,445.57,421.78,487.1,220.25,310.62,294.26
2016-04-01,293.03,318.96,341.27,262.4,556.05,467.0,388.64,432.22,378.31,313.96,568.18,325.07,324.54,264.3,272.85,258.48,310.92,269.64,481.66,442.78,698.02,289.62,349.83,253.81,295.54,403.83,288.98,300.49,419.65,488.12,298.64,610.03,333.6,353.52,259.13,225.42,476.51,391.79,486.89,341.38,340.62,325.67,286.09,391.39,453.57,429.77,504.55,221.65,315.21,297.65
2016-07-01,297.96,320.77,346.82,265.64,567.51,479.35,391.75,437.38,388.82,319.42,578.44,335.96,328.87,268.03,277.05,262.16,314.91,271.74,492.15,448.16,710.16,295.19,354.93,255.55,300.27,412.42,294.05,309.69,426.81,492.29,301.0,618.32,340.47,357.89,264.68,228.42,491.36,395.82,494.21,348.94,347.37,331.43,292.03,400.04,457.72,433.13,519.66,223.31,319.12,300.68
2016-10-01,297.16,318.98,352.56,267.12,575.39,486.81,392.39,440.6,395.64,322.25,584.9,337.44,330.28,269.7,278.44,264.06,316.74,273.46,497.18,450.08,717.28,297.59,357.39,260.0,302.07,412.68,295.02,312.55,429.63,495.15,305.1,624.57,341.99,357.19,264.5,228.72,499.16,396.97,503.86,350.14,349.78,336.2,295.5,404.98,455.31,435.93,527.44,224.61,321.34,300.76
2017-01-01,298.98,320.28,358.93,269.55,584.7,496.25,387.25,440.4,403.8,324.9,589.49,343.38,329.96,270.21,280.45,263.81,319.44,271.7,499.34,449.06,723.4,302.06,361.5,259.73,303.09,418.51,299.06,319.04,432.6,491.64,304.49,626.7,344.15,359.18,265.88,230.59,505.41,398.06,507.4,354.06,352.74,339.64,299.59,413.49,457.96,435.13,539.0,221.93,324.81,298.96
2017-04-01,303.13,320.73,368.66,271.27,597.53,514.18,393.44,440.69,414.01,334.75,598.97,358.14,334.29,276.03,284.57,271.0,326.5,276.32,505.22,458.08,743.4,310.96,373.15,259.67,310.0,423.22,307.79,329.44,442.86,499.58,306.91,637.36,355.09,358.67,274.1,234.73,522.56,405.83,518.5,361.21,361.13,348.56,308.87,427.3,461.06,445.38,559.97,224.43,333.26,301.06
2017-07-01,305.64,324.46,376.61,275.03,609.41,522.09,396.09,443.45,421.51,339.86,609.83,365.61,338.29,280.88,288.65,274.16,331.52,280.58,515.82,461.75,753.53,317.07,378.22,263.66,314.08,433.08,312.03,339.57,450.66,506.05,313.89,650.52,360.03,362.24,277.85,235.58,532.31,411.39,528.58,368.3,366.07,356.21,313.99,437.45,463.77,448.19,577.49,224.84,337.33,303.12
2017-10-01,308.34,327.21,380.82,277.42,619.16,530.23,395.97,447.88,429.83,343.31,612.81,372.24,339.48,283.55,289.61,275.09,332.29,280.61,521.56,465.3,760.42,319.01,379.73,264.41,316.42,436.17,314.3,348.09,454.64,509.51,314.59,657.65,361.78,361.85,278.68,236.9,535.56,413.31,534.64,371.53,368.93,361.05,317.01,443.31,470.78,449.9,586.26,229.14,337.89,307.21
2018-01-01,311.09,320.95,389.94,279.91,630.97,544.91,394.34,457.34,438.58,352.2,620.39,383.4,341.57,287.87,290.8,279.69,337.28,281.58,524.8,468.26,769.73,323.08,385.53,267.6,321.36,442.02,318.03,360.17,462.67,513.22,314.61,665.44,368.8,361.54,282.57,237.89,544.58,418.01,545.44,379.41,372.23,367.02,321.37,453.51,472.74,455.86,600.52,229.53,343.55,312.96
2018-04-01,316.5,328.31,398.3,282.8,644.24,559.8,396.95,460.17,448.0,360.92,625.82,401.25,343.89,295.86,296.72,285.46,342.4,282.04,538.2,473.75,785.41,332.25,395.32,267.45,327.36,451.07,324.92,375.16,471.54,517.38,321.13,674.24,378.78,366.31,289.18,241.52,558.85,424.87,554.36,384.66,377.4,376.03,328.97,468.84,479.84,461.28,623.77,232.67,352.7,311.81
2018-07-01,320.89,328.48,407.97,285.51,652.74,568.26,400.89,459.58,455.39,367.44,634.32,412.13,345.5,299.83,299.57,286.06,345.4,284.17,543.2,475.03,795.06,337.8,400.65,269.98,330.74,456.99,330.0,386.65,478.47,521.88,324.23,684.86,383.31,364.74,294.12,243.4,565.39,428.82,562.01,390.84,382.95,381.21,333.58,479.14,479.71,464.13,631.1,231.7,357.22,316.88
2018-10-01,321.36,327.22,412.29,288.17,653.24,570.27,399.46,463.7,459.12,369.96,638.06,420.09,345.53,302.38,300.33,290.09,347.47,284.64,548.46,473.54,796.86,338.85,400.14,272.56,334.6,463.26,331.64,392.8,480.76,522.95,326.73,687.6,386.68,366.74,294.99,244.29,566.63,430.06,564.77,393.8,387.16,386.75,334.92,485.25,480.3,465.54,632.92,230.86,358.7,318.11
2019-01-01,327.82,330.77,417.85,289.75,657.42,578.38,401.39,469.39,467.22,375.51,645.64,428.8,348.6,306.17,302.23,291.6,350.5,288.34,552.36,478.58,806.04,343.03,404.48,274.79,336.63,465.21,335.78,395.31,485.62,527.54,329.21,692.23,392.66,368.7,298.09,247.3,572.62,434.4,568.66,398.42,389.25,390.17,338.87,493.39,487.03,470.58,641.24,232.4,362.2,318.6
2019-04-01,332.82,335.05,426.57,294.0,664.4,587.67,408.14,477.61,473.98,384.49,649.69,442.71,353.58,312.07,305.44,297.75,356.8,291.37,565.33,486.96,818.53,350.14,412.32,279.37,343.2,474.63,343.58,401.01,495.5,535.32,337.46,706.97,399.61,375.52,304.72,250.13,583.6,443.36,579.88,407.59,395.15,397.66,345.59,503.83,494.97,480.75,654.0,237.08,368.62,326.78
2019-07-01,337.92,338.04,432.43,297.87,671.08,592.42,412.47,481.53,482.11,388.84,655.42,454.71,356.51,316.7,308.45,301.25,361.66,293.65,573.72,491.73,827.72,354.24,417.53,283.18,346.56,484.81,345.57,407.09,502.55,543.83,343.39,716.84,404.36,378.0,309.09,255.67,590.42,448.88,586.92,412.21,400.82,403.97,350.55,511.89,502.18,485.46,662.3,238.8,373.0,332.54
2019-10-01,342.13,339.36,439.79,300.81,675.77,598.07,414.79,486.42,488.05,393.91,663.48,465.32,359.02,320.02,310.55,304.43,365.05,296.28,581.38,494.62,836.14,356.9,419.76,285.26,351.59,487.72,347.99,408.0,507.84,547.69,347.24,724.63,409.96,380.37,312.05,258.08,596.36,453.36,595.01,417.9,406.4,409.96,353.19,519.95,504.87,489.38,669.81,241.6,375.62,337.43
2020-01-01,345.92,342.4,449.11,302.99,680.72,604.06,417.63,492.48,496.23,399.17,661.99,474.14,359.73,323.35,312.4,306.81,367.19,299.18,586.99,498.49,843.18,359.25,423.7,288.23,354.18,496.74,351.86,414.19,515.91,551.38,352.07,732.79,415.42,380.6,315.72,259.5,601.19,458.52,599.17,423.4,408.11,415.09,356.05,525.45,512.5,494.66,678.68,243.76,377.52,339.43
2020-04-01,350.35,344.51,455.75,304.23,686.01,609.59,420.3,494.34,500.8,401.87,666.43,481.38,360.46,326.17,313.08,309.68,371.66,300.84,594.27,501.29,848.51,362.41,426.0,288.5,356.07,495.88,352.88,418.15,521.84,554.59,355.59,734.89,418.54,380.08,318.31,261.26,608.54,460.44,605.06,425.28,411.52,418.85,358.02,533.83,512.95,498.67,688.85,245.35,379.59,341.74
